ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
ABW,Aruba,total,Sanitation,2022,98.84,105210.23983,At least basic
ABW,Aruba,total,Hygiene,2022,99.3,105699.885,Basic service
ABW,Aruba,total,Sanitation,2022,0,0,Limited service
ABW,Aruba,total,Sanitation,2022,0.85777,913.05449,Open defecation
ABW,Aruba,total,Sanitation,2022,0.30223,321.70569,Unimproved
AFG,Afghanistan,total,Sanitation,2022,55.95194,23012345.80232,At least basic
AFG,Afghanistan,rural,Sanitation,2022,50.71454,15306628.82269,At least basic
AFG,Afghanistan,urban,Sanitation,2022,70.39219,7705716.22991,At least basic
AFG,Afghanistan,total,Hygiene,2022,48.2147,19830112.1039,Basic service
AFG,Afghanistan,rural,Hygiene,2022,44.47666,13423917.05062,Basic service
AFG,Afghanistan,urban,Hygiene,2022,58.52098,6406194.39527,Basic service
AFG,Afghanistan,total,Drinking water,2022,52.14127,21445064.9737,Basic service
AFG,Afghanistan,rural,Drinking water,2022,48.34615,14591803.88383,Basic service
AFG,Afghanistan,urban,Drinking water,2022,62.60495,6853260.36453,Basic service
AFG,Afghanistan,total,Hygiene,2022,46.16239,18986023.46577,Limited service
AFG,Afghanistan,rural,Hygiene,2022,49.47563,14932704.02313,Limited service
AFG,Afghanistan,urban,Hygiene,2022,37.02731,4053318.70629,Limited service
AFG,Afghanistan,total,Sanitation,2022,12.04459,4953790.16531,Limited service
AFG,Afghanistan,rural,Sanitation,2022,8.19952,2474773.87448,Limited service
AFG,Afghanistan,urban,Sanitation,2022,22.64596,2479016.17137,Limited service
AFG,Afghanistan,total,Drinking water,2022,1.17139,481778.69657,Limited service
AFG,Afghanistan,rural,Drinking water,2022,1.22861,370817.53701,Limited service
AFG,Afghanistan,urban,Drinking water,2022,1.01364,110961.14128,Limited service
AFG,Afghanistan,total,Hygiene,2022,5.62291,2312635.35573,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2022,6.04771,1825314.93669,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2022,4.45171,487320.91081,No handwashing facility
AFG,Afghanistan,total,Sanitation,2022,8.84185,3636545.596,Open defecation
AFG,Afghanistan,rural,Sanitation,2022,12.04875,3636545.41527,Open defecation
AFG,Afghanistan,urban,Sanitation,2022,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2022,6.1758,2540029.16501,Surface water
AFG,Afghanistan,rural,Drinking water,2022,8.41573,2540029.03878,Surface water
AFG,Afghanistan,urban,Drinking water,2022,0,0,Surface water
AFG,Afghanistan,total,Drinking water,2022,30.0341,12352655.44224,Safely managed service
AFG,Afghanistan,rural,Drinking water,2022,27.73196,8370042.47238,Safely managed service
AFG,Afghanistan,urban,Drinking water,2022,36.38141,3982612.55956,Safely managed service
AFG,Afghanistan,total,Sanitation,2022,23.16162,9526089.43637,Unimproved
AFG,Afghanistan,rural,Sanitation,2022,29.0372,8763987.88755,Unimproved
AFG,Afghanistan,urban,Sanitation,2022,6.96184,762101.59872,Unimproved
AFG,Afghanistan,total,Drinking water,2022,10.47744,4309242.93283,Unimproved
AFG,Afghanistan,rural,Drinking water,2022,14.27756,4309243.20304,Unimproved
AFG,Afghanistan,urban,Drinking water,2022,0,0,Unimproved
AGO,Angola,total,Sanitation,2022,52.17728,18569363.88778,At least basic
AGO,Angola,rural,Sanitation,2022,24.1564,2744082.5643,At least basic
AGO,Angola,urban,Sanitation,2022,65.31454,15825281.53647,At least basic
AGO,Angola,total,Drinking water,2022,57.71956,20541806.94305,At least basic
AGO,Angola,rural,Drinking water,2022,27.80823,3158917.21411,At least basic
AGO,Angola,urban,Drinking water,2022,71.74315,17382889.97035,At least basic
AGO,Angola,total,Sanitation,2022,21.27986,7573285.7318,Limited service
AGO,Angola,rural,Sanitation,2022,6.19269,703467.83174,Limited service
AGO,Angola,urban,Sanitation,2022,28.3533,6869817.96736,Limited service
AGO,Angola,total,Drinking water,2022,9.29763,3308931.87165,Limited service
AGO,Angola,rural,Drinking water,2022,8.74049,992888.88933,Limited service
AGO,Angola,urban,Drinking water,2022,9.55884,2316043.04398,Limited service
AGO,Angola,total,Sanitation,2022,17.28805,6152640.52271,Open defecation
AGO,Angola,rural,Sanitation,2022,54.16224,6152640.84007,Open defecation
AGO,Angola,urban,Sanitation,2022,0,0,Open defecation
AGO,Angola,total,Drinking water,2022,13.59744,4839191.08113,Surface water
AGO,Angola,rural,Drinking water,2022,40.51813,4602718.02941,Surface water
AGO,Angola,urban,Drinking water,2022,0.97598,236473.2902,Surface water
AGO,Angola,total,Sanitation,2022,9.25482,3293696.8577,Unimproved
AGO,Angola,rural,Sanitation,2022,15.48867,1759458.76389,Unimproved
AGO,Angola,urban,Sanitation,2022,6.33215,1534238.49618,Unimproved
AGO,Angola,total,Drinking water,2022,19.38537,6899057.10417,Unimproved
AGO,Angola,rural,Drinking water,2022,22.93315,2605125.86715,Unimproved
AGO,Angola,urban,Drinking water,2022,17.72203,4293931.69547,Unimproved
ALB,Albania,rural,Sanitation,2022,99.28128,1021553.33556,At least basic
ALB,Albania,rural,Drinking water,2022,94.09136,968151.71147,At least basic
ALB,Albania,urban,Drinking water,2022,95.66381,1734741.11131,At least basic
ALB,Albania,total,Sanitation,2022,42.95277,1220855.71684,Basic service
ALB,Albania,urban,Sanitation,2022,49.66342,900582.78075,Basic service
ALB,Albania,total,Drinking water,2022,24.3585,692346.63891,Basic service
ALB,Albania,total,Sanitation,2022,0.56796,16143.38825,Limited service
ALB,Albania,rural,Sanitation,2022,0.71872,7395.26444,Limited service
ALB,Albania,urban,Sanitation,2022,0.48242,8748.12417,Limited service
ALB,Albania,total,Drinking water,2022,1.87323,53243.2675,Limited service
ALB,Albania,rural,Drinking water,2022,2.30526,23719.99148,Limited service
ALB,Albania,urban,Drinking water,2022,1.62809,29523.27722,Limited service
ALB,Albania,total,Sanitation,2022,0,0,Open defecation
ALB,Albania,rural,Sanitation,2022,0,0,Open defecation
ALB,Albania,urban,Sanitation,2022,0,0,Open defecation
ALB,Albania,total,Drinking water,2022,0,0,Surface water
ALB,Albania,rural,Drinking water,2022,0,0,Surface water
ALB,Albania,urban,Drinking water,2022,0,0,Surface water
ALB,Albania,total,Sanitation,2022,56.34649,1601548.21527,Safely managed service
ALB,Albania,urban,Sanitation,2022,49.64606,900267.88065,Safely managed service
ALB,Albania,total,Drinking water,2022,70.73607,2010546.11381,Safely managed service
ALB,Albania,total,Sanitation,2022,0.13277,3773.71755,Unimproved
ALB,Albania,rural,Sanitation,2022,0,0,Unimproved
ALB,Albania,urban,Sanitation,2022,0.2081,3773.64058,Unimproved
ALB,Albania,total,Drinking water,2022,3.0322,86184.98366,Unimproved
ALB,Albania,rural,Drinking water,2022,3.60338,37076.89705,Unimproved
ALB,Albania,urban,Drinking water,2022,2.7081,49108.01147,Unimproved
AND,Andorra,rural,Drinking water,2022,100,9729.748,At least basic
AND,Andorra,urban,Drinking water,2022,100,70094.25,At least basic
AND,Andorra,total,Sanitation,2022,0,0,Basic service
AND,Andorra,rural,Sanitation,2022,0,0,Basic service
AND,Andorra,urban,Sanitation,2022,0,0,Basic service
AND,Andorra,total,Drinking water,2022,9.36,7471.52536,Basic service
AND,Andorra,total,Sanitation,2022,0,0,Limited service
AND,Andorra,rural,Sanitation,2022,0,0,Limited service
AND,Andorra,urban,Sanitation,2022,0,0,Limited service
AND,Andorra,total,Drinking water,2022,0,0,Limited service
AND,Andorra,rural,Drinking water,2022,0,0,Limited service
AND,Andorra,urban,Drinking water,2022,0,0,Limited service
AND,Andorra,total,Sanitation,2022,0,0,Open defecation
AND,Andorra,rural,Sanitation,2022,0,0,Open defecation
AND,Andorra,urban,Sanitation,2022,0,0,Open defecation
AND,Andorra,total,Drinking water,2022,0,0,Surface water
AND,Andorra,rural,Drinking water,2022,0,0,Surface water
AND,Andorra,urban,Drinking water,2022,0,0,Surface water
AND,Andorra,total,Sanitation,2022,100,79824,Safely managed service
AND,Andorra,rural,Sanitation,2022,100,9729.748,Safely managed service
AND,Andorra,urban,Sanitation,2022,100,70094.25,Safely managed service
AND,Andorra,total,Drinking water,2022,90.64,72352.47479,Safely managed service
AND,Andorra,total,Sanitation,2022,0,0,Unimproved
AND,Andorra,rural,Sanitation,2022,0,0,Unimproved
AND,Andorra,urban,Sanitation,2022,0,0,Unimproved
AND,Andorra,total,Drinking water,2022,0,0,Unimproved
AND,Andorra,rural,Drinking water,2022,0,0,Unimproved
AND,Andorra,urban,Drinking water,2022,0,0,Unimproved
ARE,United Arab Emirates,total,Drinking water,2022,100,9441129,At least basic
ARE,United Arab Emirates,rural,Drinking water,2022,100,1176081.5,At least basic
ARE,United Arab Emirates,urban,Drinking water,2022,100,8265047.5,At least basic
ARE,United Arab Emirates,total,Sanitation,2022,0.62819,59308.11392,Basic service
ARE,United Arab Emirates,rural,Sanitation,2022,1.40639,16540.35092,Basic service
ARE,United Arab Emirates,urban,Sanitation,2022,0.51745,42767.7621,Basic service
ARE,United Arab Emirates,total,Sanitation,2022,0.70103,66185.02466,Limited service
ARE,United Arab Emirates,rural,Sanitation,2022,0,0,Limited service
ARE,United Arab Emirates,urban,Sanitation,2022,0.80078,66185.02185,Limited service
ARE,United Arab Emirates,total,Drinking water,2022,0,0,Limited service
ARE,United Arab Emirates,rural,Drinking water,2022,0,0,Limited service
ARE,United Arab Emirates,urban,Drinking water,2022,0,0,Limited service
ARE,United Arab Emirates,total,Sanitation,2022,0,0,Open defecation
ARE,United Arab Emirates,rural,Sanitation,2022,0,0,Open defecation
ARE,United Arab Emirates,urban,Sanitation,2022,0,0,Open defecation
ARE,United Arab Emirates,total,Drinking water,2022,0,0,Surface water
ARE,United Arab Emirates,rural,Drinking water,2022,0,0,Surface water
ARE,United Arab Emirates,urban,Drinking water,2022,0,0,Surface water
ARE,United Arab Emirates,total,Sanitation,2022,98.46312,9296029.86035,Safely managed service
ARE,United Arab Emirates,rural,Sanitation,2022,98.51827,1158655.08879,Safely managed service
ARE,United Arab Emirates,urban,Sanitation,2022,98.45526,8137374.3831,Safely managed service
ARE,United Arab Emirates,total,Sanitation,2022,0.20767,19605.99869,Unimproved
ARE,United Arab Emirates,rural,Sanitation,2022,0.07534,886.0598,Unimproved
ARE,United Arab Emirates,urban,Sanitation,2022,0.2265,18720.33259,Unimproved
ARE,United Arab Emirates,total,Drinking water,2022,0,0,Unimproved
ARE,United Arab Emirates,rural,Drinking water,2022,0,0,Unimproved
ARE,United Arab Emirates,urban,Drinking water,2022,0,0,Unimproved
ARG,Argentina,urban,Drinking water,2022,99.81731,41950637.48317,At least basic
ARG,Argentina,urban,Sanitation,2022,52.25835,21962835.90893,Basic service
ARG,Argentina,urban,Sanitation,2022,1.5304,643187.88542,Limited service
ARG,Argentina,urban,Drinking water,2022,0,0,Limited service
ARG,Argentina,urban,Sanitation,2022,0,0,Open defecation
ARG,Argentina,urban,Drinking water,2022,0.11857,49829.91207,Surface water
ARG,Argentina,urban,Sanitation,2022,46.21124,19421391.80403,Safely managed service
ARG,Argentina,urban,Sanitation,2022,0,0,Unimproved
ARG,Argentina,urban,Drinking water,2022,0.06412,26948.60477,Unimproved
ARM,Armenia,rural,Sanitation,2022,83.47301,845449.15822,At least basic
ARM,Armenia,rural,Drinking water,2022,100,1012841.4,At least basic
ARM,Armenia,urban,Drinking water,2022,99.95014,1766746.26123,At least basic
ARM,Armenia,total,Hygiene,2022,94.42366,2625420.66223,Basic service
ARM,Armenia,rural,Hygiene,2022,90.2639,914230.16316,Basic service
ARM,Armenia,urban,Hygiene,2022,96.80718,1711190.44367,Basic service
ARM,Armenia,total,Sanitation,2022,83.2266,2314089.83074,Basic service
ARM,Armenia,urban,Sanitation,2022,100,1767627.6,Basic service
ARM,Armenia,total,Drinking water,2022,17.55658,488155.30599,Basic service
ARM,Armenia,total,Hygiene,2022,0.71466,19870.93671,Limited service
ARM,Armenia,rural,Hygiene,2022,0,0,Limited service
ARM,Armenia,urban,Hygiene,2022,1.12416,19870.93575,Limited service
ARM,Armenia,total,Sanitation,2022,0.42203,11734.48911,Limited service
ARM,Armenia,rural,Sanitation,2022,1.15857,11734.48946,Limited service
ARM,Armenia,urban,Sanitation,2022,0,0,Limited service
ARM,Armenia,total,Drinking water,2022,0,0,Limited service
ARM,Armenia,rural,Drinking water,2022,0,0,Limited service
ARM,Armenia,urban,Drinking water,2022,0,0,Limited service
ARM,Armenia,total,Hygiene,2022,4.86168,135177.40007,No handwashing facility
ARM,Armenia,rural,Hygiene,2022,9.7361,98611.23422,No handwashing facility
ARM,Armenia,urban,Hygiene,2022,2.06866,36566.22234,No handwashing facility
ARM,Armenia,total,Sanitation,2022,0.01061,294.94831,Open defecation
ARM,Armenia,rural,Sanitation,2022,0.02912,294.94832,Open defecation
ARM,Armenia,urban,Sanitation,2022,0,0,Open defecation
ARM,Armenia,total,Drinking water,2022,0.02894,804.7856,Surface water
ARM,Armenia,rural,Drinking water,2022,0,0,Surface water
ARM,Armenia,urban,Drinking water,2022,0.04553,804.78556,Surface water
ARM,Armenia,total,Sanitation,2022,10.75311,298987.0054,Safely managed service
ARM,Armenia,urban,Sanitation,2022,0,0,Safely managed service
ARM,Armenia,total,Drinking water,2022,82.41172,2291432.43656,Safely managed service
ARM,Armenia,total,Sanitation,2022,5.58765,155362.74417,Unimproved
ARM,Armenia,rural,Sanitation,2022,15.3393,155362.804,Unimproved
ARM,Armenia,urban,Sanitation,2022,0,0,Unimproved
ARM,Armenia,total,Drinking water,2022,0.00275,76.49803,Unimproved
ARM,Armenia,rural,Drinking water,2022,0,0,Unimproved
ARM,Armenia,urban,Drinking water,2022,0.00433,76.55321,Unimproved
ASM,American Samoa,total,Sanitation,2022,17.15115,7593.32684,Basic service
ASM,American Samoa,total,Sanitation,2022,44.32217,19622.75533,Limited service
ASM,American Samoa,total,Sanitation,2022,36.99415,16378.42116,Safely managed service
ASM,American Samoa,total,Sanitation,2022,1.53253,678.49662,Unimproved
ATG,Antigua and Barbuda,total,Sanitation,2022,97.40372,91328.64859,At least basic
ATG,Antigua and Barbuda,rural,Sanitation,2022,98.04835,69551.05139,At least basic
ATG,Antigua and Barbuda,urban,Sanitation,2022,95.40054,21777.59486,At least basic
ATG,Antigua and Barbuda,total,Drinking water,2022,98.36494,92229.91458,At least basic
ATG,Antigua and Barbuda,rural,Drinking water,2022,98.34896,69764.28557,At least basic
ATG,Antigua and Barbuda,urban,Drinking water,2022,98.41458,22465.62666,At least basic
ATG,Antigua and Barbuda,total,Sanitation,2022,0,0,Limited service
ATG,Antigua and Barbuda,rural,Sanitation,2022,0,0,Limited service
ATG,Antigua and Barbuda,urban,Sanitation,2022,0,0,Limited service
ATG,Antigua and Barbuda,total,Drinking water,2022,0,0,Limited service
ATG,Antigua and Barbuda,rural,Drinking water,2022,0,0,Limited service
ATG,Antigua and Barbuda,urban,Drinking water,2022,0,0,Limited service
ATG,Antigua and Barbuda,total,Sanitation,2022,0.62432,585.37911,Open defecation
ATG,Antigua and Barbuda,rural,Sanitation,2022,0.60068,426.0979,Open defecation
ATG,Antigua and Barbuda,urban,Sanitation,2022,0.69776,159.2812,Open defecation
ATG,Antigua and Barbuda,total,Drinking water,2022,0.21703,203.49838,Surface water
ATG,Antigua and Barbuda,rural,Drinking water,2022,0.22431,159.11298,Surface water
ATG,Antigua and Barbuda,urban,Drinking water,2022,0.19444,44.38539,Surface water
ATG,Antigua and Barbuda,total,Sanitation,2022,1.97196,1848.9723,Unimproved
ATG,Antigua and Barbuda,rural,Sanitation,2022,1.35096,958.31171,Unimproved
ATG,Antigua and Barbuda,urban,Sanitation,2022,3.9017,890.66294,Unimproved
ATG,Antigua and Barbuda,total,Drinking water,2022,1.41803,1329.58704,Unimproved
ATG,Antigua and Barbuda,rural,Drinking water,2022,1.42674,1012.06245,Unimproved
ATG,Antigua and Barbuda,urban,Drinking water,2022,1.39098,317.52695,Unimproved
AUS,Australia,total,Drinking water,2022,99.96973,26169489.46143,At least basic
AUS,Australia,rural,Drinking water,2022,100,3537091.5,At least basic
AUS,Australia,total,Sanitation,2022,4.18151,1094611.25973,Basic service
AUS,Australia,urban,Drinking water,2022,0.43692,98919.52521,Basic service
AUS,Australia,total,Sanitation,2022,0,0,Limited service
AUS,Australia,total,Drinking water,2022,0,0,Limited service
AUS,Australia,rural,Drinking water,2022,0,0,Limited service
AUS,Australia,urban,Drinking water,2022,0,0,Limited service
AUS,Australia,total,Sanitation,2022,0,0,Open defecation
AUS,Australia,total,Drinking water,2022,0,0,Surface water
AUS,Australia,rural,Drinking water,2022,0,0,Surface water
AUS,Australia,urban,Drinking water,2022,0,0,Surface water
AUS,Australia,total,Sanitation,2022,95.81849,25082801.68445,Safely managed service
AUS,Australia,urban,Drinking water,2022,99.52808,22533478.36136,Safely managed service
AUS,Australia,total,Sanitation,2022,0,0,Unimproved
AUS,Australia,total,Drinking water,2022,0.03027,7923.53857,Unimproved
AUS,Australia,rural,Drinking water,2022,0,0,Unimproved
AUS,Australia,urban,Drinking water,2022,0.035,7924.1127,Unimproved
AUT,Austria,rural,Drinking water,2022,100,3642357.5,At least basic
AUT,Austria,urban,Drinking water,2022,100,5297259.5,At least basic
AUT,Austria,total,Sanitation,2022,0.30039,26853.46819,Basic service
AUT,Austria,rural,Sanitation,2022,0.73726,26853.4663,Basic service
AUT,Austria,urban,Sanitation,2022,0,0,Basic service
AUT,Austria,total,Drinking water,2022,1.10368,98664.40388,Basic service
AUT,Austria,total,Sanitation,2022,0,0,Limited service
AUT,Austria,rural,Sanitation,2022,0,0,Limited service
AUT,Austria,urban,Sanitation,2022,0,0,Limited service
AUT,Austria,total,Drinking water,2022,0,0,Limited service
AUT,Austria,rural,Drinking water,2022,0,0,Limited service
AUT,Austria,urban,Drinking water,2022,0,0,Limited service
AUT,Austria,total,Sanitation,2022,0,0,Open defecation
AUT,Austria,rural,Sanitation,2022,0,0,Open defecation
AUT,Austria,urban,Sanitation,2022,0,0,Open defecation
AUT,Austria,total,Drinking water,2022,0,0,Surface water
AUT,Austria,rural,Drinking water,2022,0,0,Surface water
AUT,Austria,urban,Drinking water,2022,0,0,Surface water
AUT,Austria,total,Sanitation,2022,99.67198,8910293.25773,Safely managed service
AUT,Austria,rural,Sanitation,2022,99.26274,3615504.03283,Safely managed service
AUT,Austria,urban,Sanitation,2022,99.95337,5294789.28267,Safely managed service
AUT,Austria,total,Drinking water,2022,98.89632,8840952.53784,Safely managed service
AUT,Austria,total,Sanitation,2022,0.02763,2470.27387,Unimproved
AUT,Austria,rural,Sanitation,2022,0,0,Unimproved
