scenario,year,alpha3,bucketLatrine_urb,compostingToilet_urb,flushOpen_urb,flushPit_urb,flushSeptic_urb,flushSewer_urb,flushUnknown_urb,hangingToilet_urb,openDefecation_urb,other_urb,pitNoSlab_urb,pitSlab_urb,containerBased_urb,onsiteDumpedland_urb,emptyFrequency_urb,pitAdditive_urb,urine_urb,twinPits_urb,coverBury_urb,fecalSludgeTreated_urb,sewageTreated_urb,isWatertight_urb,hasLeach_urb,bucketLatrine_rur,compostingToilet_rur,flushOpen_rur,flushPit_rur,flushSeptic_rur,flushSewer_rur,flushUnknown_rur,hangingToilet_rur,openDefecation_rur,other_rur,pitNoSlab_rur,pitSlab_rur,containerBased_rur,onsiteDumpedland_rur,emptyFrequency_rur,pitAdditive_rur,urine_rur,twinPits_rur,coverBury_rur,fecalSludgeTreated_rur,sewageTreated_rur,isWatertight_rur,hasLeach_rur
SSP3,2050,CYP,0.000,0.000,0.000,0.000,0.173,0.827,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.086,0.086,0.802,0.086,0.086,0.000,0.000,0.000,0.000,0.103,0.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.802,0.000,0.000
SSP3,2050,CZE,0.000,0.000,0.000,0.000,0.126,0.874,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.886,0.000,0.000,0.000,0.000,0.000,0.000,0.048,0.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.886,0.000,0.000
SSP3,2050,DEU,0.000,0.000,0.000,0.000,0.034,0.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.966,0.000,0.000,0.000,0.000,0.000,0.000,0.034,0.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.966,0.000,0.000
SSP3,2050,DJI,0.005,0.000,0.002,0.002,0.000,0.393,0.010,0.004,0.129,0.160,0.000,0.295,0.000,0.100,3.000,0.000,0.000,0.000,0.418,0.000,0.042,0.000,0.000,0.003,0.000,0.000,0.011,0.000,0.085,0.000,0.008,0.467,0.158,0.000,0.268,0.000,0.100,3.000,0.000,0.000,0.000,0.209,0.000,0.042,0.000,0.000
SSP3,2050,DMA,0.000,0.000,0.000,0.005,0.515,0.366,0.018,0.000,0.000,0.028,0.000,0.068,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.337,0.000,0.000,0.000,0.001,0.001,0.001,0.117,0.524,0.031,0.000,0.002,0.174,0.001,0.148,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.337,0.000,0.000
SSP3,2050,DNK,0.000,0.000,0.000,0.000,0.041,0.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.914,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.914,0.000,0.000
SSP3,2050,DOM,0.000,0.000,0.000,0.007,0.526,0.392,0.000,0.000,0.000,0.000,0.000,0.075,0.000,0.100,3.000,0.000,0.000,0.000,0.313,0.000,0.371,0.000,0.000,0.000,0.001,0.000,0.000,0.271,0.576,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.100,3.000,0.000,0.000,0.000,0.459,0.000,0.371,0.000,0.000
SSP3,2050,DZA,0.000,0.000,0.000,0.002,0.138,0.838,0.001,0.000,0.000,0.001,0.000,0.020,0.000,0.100,3.000,0.000,0.000,0.000,0.003,0.001,0.134,0.001,0.001,0.000,0.000,0.000,0.000,0.041,0.920,0.001,0.000,0.000,0.006,0.000,0.032,0.000,0.100,3.000,0.000,0.000,0.000,0.122,0.025,0.134,0.025,0.025
SSP3,2050,ECU,0.000,0.000,0.000,0.002,0.310,0.663,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.100,3.000,0.000,0.000,0.000,0.082,0.004,0.158,0.004,0.004,0.000,0.000,0.000,0.000,0.145,0.813,0.000,0.000,0.000,0.000,0.000,0.042,0.000,0.100,3.000,0.000,0.000,0.000,0.539,0.000,0.158,0.000,0.000
SSP3,2050,EGY,0.000,0.000,0.000,0.000,0.370,0.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.002,0.001,0.487,0.001,0.001,0.000,0.000,0.000,0.000,0.135,0.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.121,0.094,0.487,0.094,0.094
SSP3,2050,ERI,0.007,0.000,0.003,0.000,0.000,0.476,0.019,0.008,0.189,0.239,0.007,0.052,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.171,0.000,0.008,0.523,0.208,0.006,0.078,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000
SSP3,2050,ESH,0.000,0.000,0.000,0.000,0.173,0.827,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.377,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.377,0.000,0.000
SSP3,2050,ESP,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.946,0.000,0.000
SSP3,2050,EST,0.000,0.000,0.000,0.000,0.159,0.841,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.100,3.000,0.000,0.000,0.000,0.003,0.003,0.851,0.003,0.003,0.000,0.000,0.000,0.000,0.005,0.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.851,0.000,0.000
SSP3,2050,ETH,0.010,0.000,0.002,0.000,0.000,0.485,0.010,0.015,0.194,0.205,0.049,0.030,0.000,0.100,3.000,0.000,0.000,0.000,0.169,0.000,0.006,0.000,0.000,0.004,0.000,0.000,0.001,0.000,0.170,0.000,0.010,0.531,0.202,0.040,0.042,0.000,0.100,3.000,0.000,0.000,0.000,0.041,0.000,0.006,0.000,0.000
SSP3,2050,FIN,0.000,0.003,0.000,0.003,0.005,0.989,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.887,0.000,0.000,0.000,0.003,0.000,0.003,0.005,0.989,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.887,0.000,0.000
SSP3,2050,FJI,0.000,0.000,0.000,0.000,0.147,0.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.114,0.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.042,0.000,0.000
SSP3,2050,FLK,0.000,0.000,0.000,0.004,0.138,0.835,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.258,0.000,0.000,0.000,0.000,0.000,0.012,0.383,0.552,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.258,0.000,0.000
SSP3,2050,FRA,0.000,0.000,0.000,0.000,0.083,0.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.918,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.918,0.000,0.000
SSP3,2050,FRO,0.000,0.000,0.000,0.000,0.097,0.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.909,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.909,0.000,0.000
SSP3,2050,FSM,0.001,0.001,0.013,0.029,0.023,0.654,0.037,0.002,0.017,0.000,0.011,0.212,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.076,0.000,0.356,0.038,0.004,0.101,0.000,0.002,0.417,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP3,2050,GAB,0.004,0.001,0.008,0.067,0.000,0.361,0.146,0.000,0.003,0.067,0.001,0.342,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.003,0.003,0.017,0.154,0.000,0.154,0.117,0.000,0.077,0.060,0.002,0.413,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.000
SSP3,2050,GBR,0.000,0.000,0.000,0.000,0.031,0.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.969,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.029,0.029,0.969,0.029,0.029
SSP3,2050,GEO,0.000,0.001,0.000,0.002,0.022,0.716,0.000,0.000,0.000,0.000,0.000,0.259,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.185,0.000,0.000,0.000,0.001,0.000,0.001,0.007,0.717,0.000,0.000,0.000,0.000,0.000,0.274,0.000,0.100,3.000,0.000,0.000,0.000,0.376,0.000,0.185,0.000,0.000
SSP3,2050,GGY,0.000,0.000,0.000,0.007,0.071,0.867,0.000,0.000,0.000,0.002,0.001,0.052,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.061,0.881,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP3,2050,GHA,0.002,0.002,0.028,0.040,0.235,0.250,0.084,0.004,0.040,0.000,0.025,0.290,0.000,0.100,3.000,0.000,0.000,0.000,0.132,0.000,0.024,0.000,0.000,0.002,0.000,0.008,0.094,0.000,0.122,0.068,0.007,0.183,0.000,0.004,0.512,0.000,0.100,3.000,0.000,0.000,0.000,0.183,0.000,0.024,0.000,0.000
SSP3,2050,GIB,0.000,0.000,0.000,0.007,0.071,0.867,0.000,0.000,0.000,0.002,0.001,0.052,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.061,0.881,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP3,2050,GIN,0.001,0.000,0.000,0.001,0.000,0.655,0.001,0.002,0.019,0.020,0.005,0.296,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.002,0.000,0.000,0.006,0.000,0.211,0.000,0.005,0.280,0.106,0.023,0.367,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000
SSP3,2050,GLP,0.000,0.000,0.000,0.000,0.298,0.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.421,0.000,0.000,0.000,0.000,0.000,0.000,0.641,0.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.421,0.000,0.000
SSP3,2050,GMB,0.004,0.000,0.001,0.004,0.000,0.287,0.009,0.003,0.110,0.138,0.000,0.444,0.000,0.100,3.000,0.000,0.000,0.000,0.303,0.000,0.024,0.000,0.000,0.001,0.000,0.000,0.023,0.000,0.085,0.000,0.004,0.244,0.087,0.000,0.556,0.000,0.100,3.000,0.000,0.000,0.000,0.226,0.000,0.024,0.000,0.000
SSP3,2050,GNB,0.000,0.000,0.000,0.002,0.000,0.774,0.001,0.000,0.005,0.007,0.000,0.211,0.000,0.100,3.000,0.000,0.000,0.000,0.207,0.000,0.024,0.000,0.000,0.002,0.000,0.000,0.009,0.000,0.205,0.000,0.006,0.391,0.151,0.000,0.236,0.000,0.100,3.000,0.000,0.000,0.000,0.105,0.000,0.024,0.000,0.000
SSP3,2050,GNQ,0.007,0.001,0.032,0.096,0.000,0.166,0.147,0.005,0.032,0.000,0.036,0.478,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.005,0.004,0.024,0.126,0.000,0.052,0.117,0.004,0.113,0.011,0.004,0.540,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.000
SSP3,2050,GRC,0.000,0.000,0.000,0.000,0.197,0.803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.009,0.009,0.764,0.009,0.009,0.000,0.000,0.000,0.000,0.079,0.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.764,0.000,0.000
SSP3,2050,GRD,0.000,0.000,0.000,0.019,0.602,0.217,0.000,0.000,0.000,0.000,0.000,0.162,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.223,0.000,0.000,0.000,0.001,0.000,0.000,0.500,0.264,0.000,0.000,0.000,0.000,0.000,0.235,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.223,0.000,0.000
SSP3,2050,GRL,0.000,0.000,0.000,0.000,0.038,0.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.956,0.000,0.000,0.000,0.000,0.000,0.000,0.141,0.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.956,0.000,0.000
SSP3,2050,GTM,0.000,0.000,0.002,0.015,0.082,0.794,0.002,0.000,0.001,0.000,0.001,0.103,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.542,0.000,0.000,0.001,0.001,0.004,0.040,0.178,0.511,0.014,0.001,0.020,0.000,0.001,0.229,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.542,0.000,0.000
SSP3,2050,GUF,0.000,0.000,0.000,0.007,0.269,0.685,0.000,0.000,0.000,0.000,0.000,0.039,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.258,0.000,0.000,0.000,0.000,0.000,0.016,0.569,0.346,0.000,0.000,0.000,0.000,0.000,0.069,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.258,0.000,0.000
SSP3,2050,GUM,0.001,0.000,0.001,0.019,0.060,0.738,0.027,0.000,0.000,0.017,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.004,0.075,0.060,0.545,0.035,0.000,0.018,0.025,0.002,0.233,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP3,2050,GUY,0.000,0.000,0.000,0.023,0.612,0.154,0.000,0.000,0.000,0.000,0.000,0.211,0.002,0.100,3.000,0.000,0.000,0.000,0.307,0.000,0.023,0.000,0.000,0.000,0.001,0.000,0.000,0.434,0.207,0.000,0.000,0.000,0.000,0.000,0.358,0.000,0.100,3.000,0.000,0.000,0.000,0.473,0.000,0.023,0.000,0.000
SSP3,2050,HKG,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
SSP3,2050,HMD,0.001,0.000,0.001,0.019,0.060,0.738,0.027,0.000,0.000,0.017,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.004,0.075,0.060,0.545,0.035,0.000,0.018,0.025,0.002,0.233,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP3,2050,HND,0.000,0.001,0.000,0.011,0.255,0.655,0.000,0.000,0.000,0.000,0.000,0.078,0.000,0.100,3.000,0.000,0.000,0.000,0.172,0.001,0.100,0.001,0.001,0.000,0.000,0.000,0.041,0.155,0.563,0.000,0.000,0.000,0.000,0.000,0.241,0.000,0.100,3.000,0.000,0.000,0.000,0.687,0.000,0.100,0.000,0.000
SSP3,2050,HRV,0.000,0.000,0.000,0.000,0.412,0.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.657,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.989,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.657,0.000,0.000
SSP3,2050,HTI,0.004,0.000,0.004,0.025,0.000,0.453,0.026,0.002,0.099,0.007,0.031,0.349,0.105,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.059,0.000,0.172,0.000,0.006,0.290,0.000,0.037,0.434,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP3,2050,HUN,0.000,0.000,0.000,0.000,0.196,0.804,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.020,0.020,0.855,0.020,0.020,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.089,0.089,0.855,0.089,0.089
SSP3,2050,IDN,0.000,0.000,0.000,0.000,0.547,0.453,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.334,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.334,0.000,0.000
SSP3,2050,IMN,0.000,0.000,0.000,0.007,0.071,0.867,0.000,0.000,0.000,0.002,0.001,0.052,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.061,0.881,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP3,2050,IND,0.002,0.000,0.004,0.022,0.266,0.516,0.057,0.000,0.001,0.024,0.001,0.107,0.000,0.100,3.000,0.000,0.000,0.000,0.283,0.019,0.191,0.019,0.019,0.000,0.001,0.000,0.075,0.410,0.318,0.000,0.000,0.000,0.000,0.000,0.196,0.000,0.100,3.000,0.000,0.000,0.000,0.568,0.000,0.191,0.000,0.000
SSP3,2050,IOT,0.013,0.001,0.000,0.000,0.043,0.477,0.001,0.007,0.089,0.008,0.094,0.267,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.001,0.000,0.000,0.000,0.196,0.003,0.006,0.249,0.024,0.073,0.444,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP3,2050,IRL,0.000,0.000,0.000,0.000,0.207,0.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.009,0.009,0.793,0.009,0.009,0.000,0.000,0.000,0.000,0.208,0.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.500,0.000,0.793,0.000,0.000
SSP3,2050,IRN,0.000,0.002,0.000,0.075,0.014,0.341,0.000,0.000,0.000,0.000,0.000,0.568,0.000,0.100,3.000,0.000,0.000,0.000,0.227,0.227,0.220,0.227,0.227,0.000,0.003,0.000,0.000,0.011,0.345,0.000,0.000,0.000,0.000,0.000,0.641,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000
SSP3,2050,IRQ,0.000,0.000,0.000,0.002,0.429,0.561,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.100,3.000,0.000,0.000,0.000,0.197,0.000,0.428,0.000,0.000,0.000,0.000,0.000,0.005,0.697,0.285,0.000,0.000,0.000,0.000,0.000,0.013,0.073,0.100,3.000,0.000,0.000,0.000,0.407,0.000,0.428,0.000,0.000
SSP3,2050,ISL,0.000,0.000,0.000,0.000,0.019,0.981,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.981,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.981,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.981,0.000,0.000
SSP3,2050,ISR,0.000,0.000,0.000,0.000,0.009,0.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.001,0.001,0.916,0.001,0.001,0.000,0.000,0.000,0.000,0.004,0.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.010,0.010,0.916,0.010,0.010
SSP3,2050,ITA,0.000,0.003,0.000,0.002,0.053,0.942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.005,0.005,0.625,0.005,0.005,0.000,0.003,0.000,0.003,0.041,0.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.016,0.016,0.625,0.016,0.016
SSP3,2050,JAM,0.000,0.000,0.000,0.030,0.314,0.305,0.000,0.000,0.000,0.000,0.000,0.351,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.003,0.000,0.096,0.158,0.237,0.000,0.000,0.000,0.000,0.000,0.506,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000
SSP3,2050,JEY,0.000,0.000,0.000,0.007,0.071,0.867,0.000,0.000,0.000,0.002,0.001,0.052,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.061,0.881,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP3,2050,JOR,0.000,0.000,0.000,0.000,0.163,0.837,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.072,0.072,0.631,0.072,0.072,0.000,0.000,0.000,0.000,0.012,0.988,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.631,0.000,0.000
SSP3,2050,JPN,0.000,0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.812,0.000,0.000,0.000,0.000,0.000,0.000,0.161,0.839,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.812,0.000,0.000
SSP3,2050,KAZ,0.000,0.001,0.000,0.004,0.091,0.555,0.000,0.000,0.000,0.000,0.000,0.349,0.000,0.100,3.000,0.000,0.000,0.000,0.155,0.138,0.554,0.138,0.138,0.000,0.002,0.000,0.002,0.050,0.563,0.000,0.000,0.000,0.000,0.000,0.383,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.554,0.000,0.000
SSP3,2050,KEN,0.002,0.001,0.045,0.032,0.113,0.432,0.082,0.005,0.036,0.000,0.026,0.226,0.000,0.100,3.000,0.000,0.000,0.000,0.229,0.000,0.049,0.000,0.000,0.005,0.000,0.024,0.060,0.009,0.187,0.114,0.011,0.231,0.000,0.003,0.356,0.000,0.100,3.000,0.000,0.000,0.000,0.329,0.000,0.049,0.000,0.000
SSP3,2050,KGZ,0.000,0.000,0.000,0.026,0.011,0.482,0.000,0.000,0.000,0.000,0.000,0.481,0.000,0.100,3.000,0.000,0.000,0.000,0.463,0.000,0.124,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.382,0.000,0.000,0.000,0.000,0.000,0.612,0.000,0.100,3.000,0.000,0.000,0.000,0.965,0.000,0.124,0.000,0.000
SSP3,2050,KHM,0.001,0.000,0.012,0.000,0.309,0.640,0.021,0.001,0.009,0.000,0.007,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.236,0.000,0.049,0.000,0.000,0.002,0.000,0.011,0.000,0.264,0.585,0.047,0.004,0.085,0.000,0.002,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.316,0.000,0.049,0.000,0.000
SSP3,2050,KIR,0.000,0.000,0.018,0.037,0.570,0.103,0.000,0.000,0.266,0.002,0.004,0.000,0.076,0.100,3.000,0.000,0.000,0.000,0.214,0.000,0.000,0.000,0.000,0.001,0.002,0.037,0.067,0.389,0.026,0.003,0.000,0.456,0.001,0.018,0.000,0.012,0.100,3.000,0.000,0.000,0.000,0.251,0.000,0.000,0.000,0.000
SSP3,2050,KNA,0.000,0.000,0.000,0.000,0.612,0.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.235,0.000,0.000,0.000,0.000,0.000,0.000,0.417,0.583,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.235,0.000,0.000
SSP3,2050,KOR,0.000,0.000,0.000,0.000,0.036,0.964,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.964,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.964,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.964,0.000,0.000
SSP3,2050,KWT,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
SSP3,2050,LAO,0.000,0.000,0.000,0.000,0.143,0.857,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.231,0.000,0.000
SSP3,2050,LBN,0.000,0.000,0.000,0.009,0.008,0.810,0.009,0.000,0.000,0.010,0.000,0.154,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.729,0.008,0.000,0.001,0.038,0.000,0.221,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.000
