scenario,year,alpha3,bucketLatrine_urb,compostingToilet_urb,flushOpen_urb,flushPit_urb,flushSeptic_urb,flushSewer_urb,flushUnknown_urb,hangingToilet_urb,openDefecation_urb,other_urb,pitNoSlab_urb,pitSlab_urb,containerBased_urb,onsiteDumpedland_urb,emptyFrequency_urb,pitAdditive_urb,urine_urb,twinPits_urb,coverBury_urb,fecalSludgeTreated_urb,sewageTreated_urb,isWatertight_urb,hasLeach_urb,bucketLatrine_rur,compostingToilet_rur,flushOpen_rur,flushPit_rur,flushSeptic_rur,flushSewer_rur,flushUnknown_rur,hangingToilet_rur,openDefecation_rur,other_rur,pitNoSlab_rur,pitSlab_rur,containerBased_rur,onsiteDumpedland_rur,emptyFrequency_rur,pitAdditive_rur,urine_rur,twinPits_rur,coverBury_rur,fecalSludgeTreated_rur,sewageTreated_rur,isWatertight_rur,hasLeach_rur
SSP1,2025,BGR,0.000,0.000,0.000,0.000,0.000,0.960,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.010,0.010,0.478,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.576,0.000,0.000,0.000,0.424,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.089,0.087,0.478,0.087,0.087
SSP1,2025,BHR,0.000,0.002,0.000,0.001,0.056,0.916,0.000,0.000,0.000,0.010,0.000,0.015,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.844,0.000,0.000,0.000,0.002,0.000,0.001,0.000,0.978,0.000,0.000,0.000,0.003,0.000,0.016,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.844,0.000,0.000
SSP1,2025,BHS,0.000,0.000,0.000,0.000,0.000,0.712,0.000,0.000,0.000,0.288,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.459,0.000,0.000,0.000,0.541,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000
SSP1,2025,BIH,0.000,0.000,0.005,0.000,0.153,0.833,0.000,0.000,0.000,0.002,0.001,0.006,0.000,0.100,3.000,0.000,0.000,0.000,0.039,0.039,0.193,0.039,0.039,0.000,0.000,0.000,0.000,0.255,0.742,0.000,0.000,0.000,0.000,0.000,0.003,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.193,0.000,0.000
SSP1,2025,BLM,0.001,0.000,0.002,0.029,0.050,0.738,0.030,0.000,0.001,0.012,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.006,0.101,0.082,0.466,0.038,0.000,0.027,0.017,0.000,0.260,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,BLR,0.000,0.000,0.000,0.000,0.000,0.990,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.041,0.051,0.717,0.051,0.051,0.000,0.000,0.000,0.000,0.000,0.836,0.000,0.000,0.000,0.164,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.271,0.000,0.717,0.000,0.000
SSP1,2025,BLZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.940,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.289,0.000,0.711,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000
SSP1,2025,BMU,0.001,0.000,0.002,0.029,0.050,0.738,0.030,0.000,0.001,0.012,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.006,0.101,0.082,0.466,0.038,0.000,0.027,0.017,0.000,0.260,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,BOL,0.000,0.002,0.001,0.020,0.153,0.688,0.001,0.000,0.010,0.000,0.021,0.104,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.084,0.000,0.000,0.000,0.032,0.000,0.025,0.066,0.087,0.000,0.000,0.305,0.000,0.213,0.272,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.084,0.000,0.000
SSP1,2025,BRA,0.000,0.000,0.014,0.000,0.000,0.750,0.000,0.000,0.001,0.005,0.010,0.220,0.000,0.100,3.000,0.000,0.000,0.000,0.049,0.027,0.223,0.027,0.027,0.000,0.000,0.028,0.000,0.000,0.094,0.000,0.000,0.049,0.088,0.032,0.709,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.223,0.000,0.000
SSP1,2025,BRB,0.000,0.001,0.000,0.088,0.087,0.051,0.000,0.000,0.000,0.004,0.000,0.769,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.003,0.000,0.000,0.053,0.048,0.000,0.000,0.000,0.017,0.000,0.879,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000
SSP1,2025,BRN,0.000,0.000,0.000,0.000,0.024,0.949,0.000,0.000,0.000,0.018,0.003,0.006,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.972,0.000,0.000,0.000,0.000,0.000,0.007,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000
SSP1,2025,BTN,0.003,0.000,0.008,0.024,0.348,0.400,0.076,0.002,0.014,0.000,0.015,0.110,1.000,0.100,3.000,0.000,0.000,0.000,0.244,0.000,0.024,0.000,0.000,0.000,0.000,0.041,0.000,0.334,0.012,0.000,0.000,0.000,0.046,0.334,0.233,0.000,0.100,3.000,0.000,0.000,0.000,0.552,0.000,0.024,0.000,0.000
SSP1,2025,BVT,0.001,0.000,0.002,0.029,0.050,0.738,0.030,0.000,0.001,0.012,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.006,0.101,0.082,0.466,0.038,0.000,0.027,0.017,0.000,0.260,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,BWA,0.003,0.001,0.006,0.114,0.055,0.048,0.119,0.000,0.003,0.056,0.001,0.594,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.002,0.004,0.011,0.207,0.039,0.016,0.075,0.000,0.048,0.039,0.001,0.558,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000
SSP1,2025,CAF,0.000,0.073,0.003,0.009,0.007,0.004,0.000,0.031,0.061,0.001,0.511,0.300,0.000,0.100,3.000,0.000,0.000,0.000,0.234,0.000,0.018,0.000,0.000,0.000,0.066,0.000,0.002,0.000,0.000,0.000,0.044,0.391,0.002,0.443,0.052,0.000,0.100,3.000,0.000,0.000,0.000,0.057,0.000,0.018,0.000,0.000
SSP1,2025,CAN,0.000,0.000,0.000,0.000,0.065,0.935,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.100,3.000,0.000,0.000,0.000,0.003,0.080,0.690,0.080,0.080,0.000,0.000,0.000,0.000,0.344,0.656,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.100,3.000,0.000,0.000,0.000,0.017,0.278,0.690,0.278,0.278
SSP1,2025,CCK,0.000,0.000,0.000,0.011,0.057,0.748,0.026,0.000,0.000,0.022,0.000,0.136,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.038,0.029,0.629,0.028,0.000,0.009,0.050,0.002,0.211,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,CHE,0.000,0.003,0.000,0.002,0.009,0.984,0.000,0.000,0.000,0.002,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.980,0.000,0.000,0.000,0.003,0.000,0.003,0.009,0.983,0.000,0.000,0.000,0.002,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.008,0.008,0.980,0.008,0.008
SSP1,2025,CHL,0.000,0.000,0.000,0.003,0.017,0.971,0.000,0.000,0.003,0.000,0.000,0.006,0.000,0.100,3.000,0.000,0.000,0.000,0.004,0.004,0.581,0.004,0.004,0.000,0.000,0.002,0.154,0.553,0.169,0.000,0.000,0.018,0.002,0.000,0.102,0.500,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.581,0.000,0.000
SSP1,2025,CHN,0.000,0.000,0.000,0.000,0.000,0.000,0.227,0.000,0.036,0.021,0.000,0.716,0.859,0.100,3.000,0.000,0.000,0.000,0.027,0.051,0.300,0.051,0.051,0.014,0.019,0.000,0.092,0.120,0.018,0.000,0.007,0.002,0.002,0.115,0.611,0.000,0.100,3.000,0.000,0.000,0.000,0.071,0.000,0.300,0.000,0.000
SSP1,2025,CIV,0.002,0.001,0.008,0.028,0.279,0.127,0.007,0.001,0.018,0.001,0.077,0.451,0.000,0.100,3.000,0.000,0.000,0.000,0.169,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.262,0.738,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.138,0.000,0.018,0.000,0.000
SSP1,2025,CMR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.944,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.938,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000
SSP1,2025,COD,0.007,0.000,0.003,0.003,0.000,0.248,0.018,0.008,0.183,0.228,0.010,0.292,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.002,0.000,0.000,0.011,0.000,0.070,0.000,0.006,0.399,0.159,0.007,0.346,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000
SSP1,2025,COG,0.005,0.002,0.085,0.034,0.189,0.148,0.161,0.009,0.072,0.000,0.050,0.245,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.005,0.000,0.027,0.068,0.000,0.066,0.133,0.013,0.285,0.000,0.004,0.399,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000
SSP1,2025,COK,0.000,0.000,0.000,0.011,0.057,0.748,0.026,0.000,0.000,0.022,0.000,0.136,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.038,0.029,0.629,0.028,0.000,0.009,0.050,0.002,0.211,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,COL,0.000,0.000,0.018,0.001,0.051,0.922,0.000,0.000,0.007,0.000,0.000,0.001,0.000,0.100,3.000,0.000,0.000,0.000,0.020,0.003,0.108,0.003,0.003,0.000,0.000,0.050,0.032,0.620,0.137,0.000,0.000,0.143,0.000,0.000,0.018,0.005,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000
SSP1,2025,COM,0.007,0.000,0.012,0.029,0.017,0.297,0.082,0.005,0.168,0.000,0.061,0.322,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.001,0.000,0.051,0.000,0.094,0.012,0.010,0.451,0.000,0.048,0.333,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000
SSP1,2025,CPV,0.000,0.000,0.000,0.013,0.226,0.212,0.000,0.000,0.075,0.473,0.000,0.001,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.173,0.000,0.000,0.000,0.000,0.001,0.013,0.344,0.015,0.000,0.000,0.210,0.417,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.173,0.000,0.000
SSP1,2025,CRI,0.000,0.000,0.000,0.018,0.660,0.313,0.000,0.000,0.002,0.001,0.000,0.006,0.000,0.100,3.000,0.000,0.000,0.000,0.184,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.019,0.897,0.051,0.000,0.000,0.005,0.000,0.000,0.028,0.000,0.100,3.000,0.000,0.000,0.000,0.347,0.000,0.083,0.000,0.000
SSP1,2025,CUB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.998,0.000,0.100,3.000,0.000,0.000,0.000,0.137,0.044,0.154,0.044,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.990,0.000,0.100,3.000,0.000,0.000,0.000,0.484,0.000,0.154,0.000,0.000
SSP1,2025,CUW,0.001,0.000,0.002,0.029,0.050,0.738,0.030,0.000,0.001,0.012,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.001,0.002,0.006,0.101,0.082,0.466,0.038,0.000,0.027,0.017,0.000,0.260,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000
SSP1,2025,CXR,0.000,0.000,0.000,0.011,0.057,0.748,0.026,0.000,0.000,0.022,0.000,0.136,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.038,0.029,0.629,0.028,0.000,0.009,0.050,0.002,0.211,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,CYM,0.001,0.000,0.002,0.029,0.050,0.738,0.030,0.000,0.001,0.012,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.006,0.101,0.082,0.466,0.038,0.000,0.027,0.017,0.000,0.260,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,CYP,0.000,0.000,0.000,0.000,0.270,0.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.086,0.086,0.540,0.086,0.086,0.000,0.000,0.000,0.000,0.829,0.169,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.540,0.000,0.000
SSP1,2025,CZE,0.000,0.000,0.000,0.000,0.000,0.996,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.991,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.770,0.000,0.000
SSP1,2025,DEU,0.000,0.001,0.000,0.001,0.029,0.966,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.983,0.000,0.000,0.000,0.001,0.000,0.001,0.029,0.966,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.983,0.000,0.000
SSP1,2025,DJI,0.000,0.000,0.012,0.015,0.145,0.066,0.000,0.000,0.016,0.011,0.270,0.465,0.000,0.100,3.000,0.000,0.000,0.000,0.418,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.692,0.003,0.000,0.305,0.000,0.100,3.000,0.000,0.000,0.000,0.209,0.000,0.007,0.000,0.000
SSP1,2025,DMA,0.000,0.000,0.000,0.006,0.559,0.276,0.046,0.000,0.000,0.040,0.000,0.073,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.005,0.023,0.337,0.288,0.063,0.000,0.019,0.120,0.004,0.139,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,DNK,0.000,0.000,0.000,0.000,0.000,0.991,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.904,0.000,0.000
SSP1,2025,DOM,0.000,0.000,0.004,0.000,0.653,0.241,0.038,0.000,0.010,0.000,0.007,0.047,0.000,0.100,3.000,0.000,0.000,0.000,0.313,0.000,0.120,0.000,0.000,0.000,0.000,0.001,0.000,0.614,0.029,0.006,0.000,0.054,0.000,0.034,0.262,0.000,0.100,3.000,0.000,0.000,0.000,0.459,0.000,0.120,0.000,0.000
SSP1,2025,DZA,0.000,0.000,0.007,0.000,0.016,0.968,0.007,0.000,0.000,0.000,0.000,0.002,0.000,0.100,3.000,0.000,0.000,0.000,0.003,0.001,0.127,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.122,0.025,0.127,0.025,0.025
SSP1,2025,ECU,0.000,0.000,0.000,0.015,0.158,0.818,0.000,0.000,0.008,0.001,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.082,0.004,0.138,0.004,0.004,0.000,0.000,0.000,0.098,0.550,0.234,0.000,0.000,0.083,0.035,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.539,0.000,0.138,0.000,0.000
SSP1,2025,EGY,0.000,0.000,0.001,0.000,0.026,0.903,0.054,0.000,0.001,0.015,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.002,0.001,0.378,0.001,0.001,0.000,0.000,0.005,0.000,0.164,0.520,0.252,0.000,0.004,0.055,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.121,0.094,0.378,0.094,0.094
SSP1,2025,ERI,0.000,0.000,0.000,0.021,0.117,0.101,0.000,0.000,0.342,0.316,0.000,0.103,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.006,0.011,0.000,0.000,0.000,0.902,0.026,0.000,0.055,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000
SSP1,2025,ESH,0.000,0.000,0.000,0.000,0.000,0.961,0.000,0.000,0.005,0.006,0.000,0.028,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.287,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.850,0.000,0.001,0.032,0.009,0.000,0.103,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.287,0.000,0.000
SSP1,2025,ESP,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.960,0.000,0.000
SSP1,2025,EST,0.000,0.000,0.000,0.000,0.028,0.972,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.100,3.000,0.000,0.000,0.000,0.003,0.003,0.788,0.003,0.003,0.000,0.000,0.000,0.000,0.466,0.479,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.788,0.000,0.000
SSP1,2025,ETH,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.198,0.802,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.169,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.417,0.583,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.041,0.000,0.007,0.000,0.000
SSP1,2025,FIN,0.000,0.003,0.000,0.003,0.004,0.989,0.000,0.000,0.000,0.001,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.992,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.830,0.000,0.000
SSP1,2025,FJI,0.000,0.000,0.000,0.001,0.100,0.891,0.003,0.000,0.000,0.001,0.000,0.004,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.004,0.189,0.786,0.005,0.000,0.003,0.002,0.000,0.010,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,FLK,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.204,0.000,0.000
SSP1,2025,FRA,0.000,0.000,0.000,0.000,0.000,0.996,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.995,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.777,0.000,0.000
SSP1,2025,FRO,0.000,0.000,0.000,0.000,0.098,0.901,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.881,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.916,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.881,0.000,0.000
SSP1,2025,FSM,0.001,0.001,0.004,0.026,0.006,0.655,0.033,0.002,0.028,0.000,0.013,0.231,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.074,0.000,0.341,0.020,0.004,0.137,0.000,0.010,0.413,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,GAB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.972,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.975,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000
SSP1,2025,GBR,0.000,0.000,0.000,0.000,0.000,0.996,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.029,0.029,0.949,0.029,0.029
SSP1,2025,GEO,0.000,0.000,0.024,0.000,0.000,0.910,0.000,0.000,0.000,0.000,0.000,0.066,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.175,0.000,0.000,0.085,0.000,0.000,0.000,0.000,0.000,0.740,0.000,0.100,3.000,0.000,0.000,0.000,0.376,0.000,0.030,0.000,0.000
SSP1,2025,GGY,0.000,0.000,0.000,0.006,0.067,0.869,0.000,0.000,0.000,0.002,0.001,0.055,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.882,0.000,0.000,0.000,0.000,0.000,0.062,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,GHA,0.000,0.002,0.002,0.023,0.186,0.015,0.001,0.000,0.118,0.411,0.033,0.209,0.000,0.100,3.000,0.000,0.000,0.000,0.132,0.000,0.018,0.000,0.000,0.000,0.001,0.000,0.007,0.025,0.002,0.000,0.005,0.362,0.294,0.068,0.236,0.000,0.100,3.000,0.000,0.000,0.000,0.183,0.000,0.018,0.000,0.000
SSP1,2025,GIB,0.000,0.000,0.000,0.006,0.067,0.869,0.000,0.000,0.000,0.002,0.001,0.055,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.882,0.000,0.000,0.000,0.000,0.000,0.062,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,GIN,0.000,0.000,0.004,0.059,0.234,0.010,0.002,0.000,0.002,0.000,0.040,0.649,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.001,0.001,0.000,0.004,0.013,0.000,0.001,0.003,0.149,0.000,0.511,0.317,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000
SSP1,2025,GLP,0.000,0.000,0.000,0.010,0.467,0.476,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.380,0.000,0.000,0.000,0.001,0.000,0.029,0.643,0.252,0.000,0.000,0.000,0.000,0.000,0.075,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.380,0.000,0.000
SSP1,2025,GMB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.997,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.303,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.995,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.226,0.000,0.018,0.000,0.000
SSP1,2025,GNB,0.000,0.002,0.003,0.097,0.315,0.028,0.004,0.001,0.005,0.000,0.000,0.545,0.000,0.100,3.000,0.000,0.000,0.000,0.207,0.000,0.018,0.000,0.000,0.000,0.008,0.002,0.042,0.012,0.006,0.008,0.000,0.187,0.000,0.354,0.381,0.000,0.100,3.000,0.000,0.000,0.000,0.105,0.000,0.018,0.000,0.000
SSP1,2025,GNQ,0.005,0.001,0.071,0.068,0.006,0.188,0.103,0.007,0.038,0.000,0.044,0.469,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.006,0.003,0.025,0.096,0.006,0.064,0.096,0.007,0.138,0.000,0.006,0.553,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000
SSP1,2025,GRC,0.000,0.000,0.000,0.000,0.097,0.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.009,0.009,0.693,0.009,0.009,0.000,0.000,0.000,0.000,0.565,0.435,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000
SSP1,2025,GRD,0.000,0.000,0.000,0.000,0.376,0.507,0.000,0.000,0.017,0.008,0.000,0.092,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.552,0.033,0.000,0.000,0.006,0.011,0.000,0.398,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP1,2025,GRL,0.000,0.000,0.000,0.000,0.056,0.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.882,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.882,0.000,0.000
