alpha3,scenario,year,fractionUrban
DJI,SSP4,2030,0.816
DJI,SSP4,2050,0.848
DJI,SSP4,2100,0.957
DMA,SSP4,2025,0.744
DMA,SSP4,2030,0.761
DMA,SSP4,2050,0.81
DMA,SSP4,2100,0.919
DOM,SSP4,2025,0.792
DOM,SSP4,2030,0.805
DOM,SSP4,2050,0.846
DOM,SSP4,2100,0.957
ECU,SSP4,2025,0.698
ECU,SSP4,2030,0.719
ECU,SSP4,2050,0.784
ECU,SSP4,2100,0.886
EGY,SSP4,2025,0.512
EGY,SSP4,2030,0.539
EGY,SSP4,2050,0.641
EGY,SSP4,2100,0.804
SLV,SSP4,2025,0.722
SLV,SSP4,2030,0.74
SLV,SSP4,2050,0.797
SLV,SSP4,2100,0.899
GNQ,SSP4,2025,0.737
GNQ,SSP4,2030,0.757
GNQ,SSP4,2050,0.814
GNQ,SSP4,2100,0.931
ERI,SSP4,2025,0.427
ERI,SSP4,2030,0.45
ERI,SSP4,2050,0.544
ERI,SSP4,2100,0.716
EST,SSP4,2025,0.738
EST,SSP4,2030,0.753
EST,SSP4,2050,0.802
EST,SSP4,2100,0.909
SWZ,SSP4,2025,0.311
SWZ,SSP4,2030,0.343
SWZ,SSP4,2050,0.468
SWZ,SSP4,2100,0.734
ETH,SSP4,2025,0.221
ETH,SSP4,2030,0.238
ETH,SSP4,2050,0.306
ETH,SSP4,2100,0.483
FRO,SSP4,2025,0.492
FRO,SSP4,2030,0.52
FRO,SSP4,2050,0.624
FRO,SSP4,2100,0.799
FJI,SSP4,2025,0.6
FJI,SSP4,2030,0.625
FJI,SSP4,2050,0.713
FJI,SSP4,2100,0.838
FIN,SSP4,2025,0.871
FIN,SSP4,2030,0.886
FIN,SSP4,2050,0.932
FIN,SSP4,2100,0.995
FRA,SSP4,2025,0.814
FRA,SSP4,2030,0.824
FRA,SSP4,2050,0.854
FRA,SSP4,2100,0.963
PYF,SSP4,2025,0.675
PYF,SSP4,2030,0.696
PYF,SSP4,2050,0.764
PYF,SSP4,2100,0.868
GAB,SSP4,2025,0.915
GAB,SSP4,2030,0.928
GAB,SSP4,2050,0.97
GAB,SSP4,2100,0.999
GMB,SSP4,2025,0.63
GMB,SSP4,2030,0.653
GMB,SSP4,2050,0.726
GMB,SSP4,2100,0.817
GEO,SSP4,2025,0.632
GEO,SSP4,2030,0.656
GEO,SSP4,2050,0.736
GEO,SSP4,2100,0.845
DEU,SSP4,2025,0.803
DEU,SSP4,2030,0.813
DEU,SSP4,2050,0.846
DEU,SSP4,2100,0.955
GHA,SSP4,2025,0.594
GHA,SSP4,2030,0.621
GHA,SSP4,2050,0.716
GHA,SSP4,2100,0.841
GRC,SSP4,2025,0.799
GRC,SSP4,2030,0.81
GRC,SSP4,2050,0.844
GRC,SSP4,2100,0.954
GRL,SSP4,2025,0.883
GRL,SSP4,2030,0.897
GRL,SSP4,2050,0.94
GRL,SSP4,2100,0.997
GRD,SSP4,2025,0.441
GRD,SSP4,2030,0.468
GRD,SSP4,2050,0.576
GRD,SSP4,2100,0.775
GUM,SSP4,2025,0.964
GUM,SSP4,2030,0.97
GUM,SSP4,2050,0.993
GUM,SSP4,2100,1.0
GTM,SSP4,2025,0.565
GTM,SSP4,2030,0.59
GTM,SSP4,2050,0.685
GTM,SSP4,2100,0.823
GIN,SSP4,2025,0.401
GIN,SSP4,2030,0.422
GIN,SSP4,2050,0.499
GIN,SSP4,2100,0.666
GNB,SSP4,2025,0.472
GNB,SSP4,2030,0.496
GNB,SSP4,2050,0.577
GNB,SSP4,2100,0.725
HTI,SSP4,2025,0.549
HTI,SSP4,2030,0.571
HTI,SSP4,2050,0.653
HTI,SSP4,2100,0.779
HND,SSP4,2025,0.604
HND,SSP4,2030,0.632
HND,SSP4,2050,0.724
HND,SSP4,2100,0.845
HUN,SSP4,2025,0.744
HUN,SSP4,2030,0.759
HUN,SSP4,2050,0.806
HUN,SSP4,2100,0.911
ISL,SSP4,2025,0.96
ISL,SSP4,2030,0.966
ISL,SSP4,2050,0.99
ISL,SSP4,2100,1.0
IND,SSP4,2025,0.391
IND,SSP4,2030,0.418
IND,SSP4,2050,0.527
IND,SSP4,2100,0.752
IDN,SSP4,2025,0.596
IDN,SSP4,2030,0.625
IDN,SSP4,2050,0.726
IDN,SSP4,2100,0.85
IRN,SSP4,2025,0.766
IRN,SSP4,2030,0.782
IRN,SSP4,2050,0.827
IRN,SSP4,2100,0.939
IRQ,SSP4,2025,0.745
IRQ,SSP4,2030,0.76
IRQ,SSP4,2050,0.807
IRQ,SSP4,2100,0.91
IRL,SSP4,2025,0.686
IRL,SSP4,2030,0.706
IRL,SSP4,2050,0.771
IRL,SSP4,2100,0.869
ISR,SSP4,2025,0.947
ISR,SSP4,2030,0.955
ISR,SSP4,2050,0.981
ISR,SSP4,2100,1.0
ITA,SSP4,2025,0.739
ITA,SSP4,2030,0.755
ITA,SSP4,2050,0.803
ITA,SSP4,2100,0.909
JAM,SSP4,2025,0.614
JAM,SSP4,2030,0.639
JAM,SSP4,2050,0.724
JAM,SSP4,2100,0.84
JPN,SSP4,2025,0.94
JPN,SSP4,2030,0.948
JPN,SSP4,2050,0.978
JPN,SSP4,2100,1.0
JOR,SSP4,2025,0.911
JOR,SSP4,2030,0.922
JOR,SSP4,2050,0.957
JOR,SSP4,2100,0.999
KAZ,SSP4,2025,0.643
KAZ,SSP4,2030,0.667
KAZ,SSP4,2050,0.743
KAZ,SSP4,2100,0.848
KEN,SSP4,2025,0.316
KEN,SSP4,2030,0.344
KEN,SSP4,2050,0.461
KEN,SSP4,2100,0.722
KIR,SSP4,2025,0.567
KIR,SSP4,2030,0.595
KIR,SSP4,2050,0.696
KIR,SSP4,2100,0.835
KGZ,SSP4,2025,0.435
KGZ,SSP4,2030,0.462
KGZ,SSP4,2050,0.57
KGZ,SSP4,2100,0.773
LAO,SSP4,2025,0.396
LAO,SSP4,2030,0.43
LAO,SSP4,2050,0.558
LAO,SSP4,2100,0.783
LVA,SSP4,2025,0.736
LVA,SSP4,2030,0.751
LVA,SSP4,2050,0.801
LVA,SSP4,2100,0.908
LBN,SSP4,2025,0.918
LBN,SSP4,2030,0.928
LBN,SSP4,2050,0.961
LBN,SSP4,2100,0.999
LSO,SSP4,2025,0.345
LSO,SSP4,2030,0.378
LSO,SSP4,2050,0.514
LSO,SSP4,2100,0.769
LBR,SSP4,2025,0.539
LBR,SSP4,2030,0.556
LBR,SSP4,2050,0.623
LBR,SSP4,2100,0.75
LBY,SSP4,2025,0.821
LBY,SSP4,2030,0.832
LBY,SSP4,2050,0.872
LBY,SSP4,2100,0.969
LTU,SSP4,2025,0.729
LTU,SSP4,2030,0.745
LTU,SSP4,2050,0.798
LTU,SSP4,2100,0.899
LUX,SSP4,2025,0.921
LUX,SSP4,2030,0.931
LUX,SSP4,2050,0.963
LUX,SSP4,2100,0.999
MDG,SSP4,2025,0.382
MDG,SSP4,2030,0.403
MDG,SSP4,2050,0.483
MDG,SSP4,2100,0.655
MWI,SSP4,2025,0.201
MWI,SSP4,2030,0.218
MWI,SSP4,2050,0.287
MWI,SSP4,2100,0.464
MYS,SSP4,2025,0.773
MYS,SSP4,2030,0.787
MYS,SSP4,2050,0.834
MYS,SSP4,2100,0.948
MDV,SSP4,2025,0.459
MDV,SSP4,2030,0.492
MDV,SSP4,2050,0.611
MDV,SSP4,2100,0.802
MLI,SSP4,2025,0.431
MLI,SSP4,2030,0.453
MLI,SSP4,2050,0.54
MLI,SSP4,2100,0.699
MLT,SSP4,2025,0.963
MLT,SSP4,2030,0.969
MLT,SSP4,2050,0.993
MLT,SSP4,2100,1.0
MHL,SSP4,2025,0.786
MHL,SSP4,2030,0.799
MHL,SSP4,2050,0.839
MHL,SSP4,2100,0.948
MRT,SSP4,2025,0.572
MRT,SSP4,2030,0.603
MRT,SSP4,2050,0.712
MRT,SSP4,2100,0.847
MUS,SSP4,2025,0.497
MUS,SSP4,2030,0.525
MUS,SSP4,2050,0.628
MUS,SSP4,2100,0.799
MEX,SSP4,2025,0.812
MEX,SSP4,2030,0.822
MEX,SSP4,2050,0.853
MEX,SSP4,2100,0.963
MDA,SSP4,2025,0.509
MDA,SSP4,2030,0.536
MDA,SSP4,2050,0.638
MDA,SSP4,2100,0.804
MNG,SSP4,2025,0.741
MNG,SSP4,2030,0.759
MNG,SSP4,2050,0.81
MNG,SSP4,2100,0.919
MNE,SSP4,2025,0.719
MNE,SSP4,2030,0.742
MNE,SSP4,2050,0.805
MNE,SSP4,2100,0.92
MAR,SSP4,2025,0.659
MAR,SSP4,2030,0.682
MAR,SSP4,2050,0.76
MAR,SSP4,2100,0.868
MOZ,SSP4,2025,0.393
MOZ,SSP4,2030,0.418
MOZ,SSP4,2050,0.512
MOZ,SSP4,2100,0.691
MMR,SSP4,2025,0.369
MMR,SSP4,2030,0.396
MMR,SSP4,2050,0.507
MMR,SSP4,2100,0.739
NAM,SSP4,2025,0.505
NAM,SSP4,2030,0.535
NAM,SSP4,2050,0.642
NAM,SSP4,2100,0.812
NPL,SSP4,2025,0.23
NPL,SSP4,2030,0.252
NPL,SSP4,2050,0.344
NPL,SSP4,2100,0.556
NLD,SSP4,2025,0.914
NLD,SSP4,2030,0.925
NLD,SSP4,2050,0.959
NLD,SSP4,2100,0.999
NCL,SSP4,2025,0.734
NCL,SSP4,2030,0.752
NCL,SSP4,2050,0.804
NCL,SSP4,2100,0.91
NZL,SSP4,2025,0.904
NZL,SSP4,2030,0.916
NZL,SSP4,2050,0.953
NZL,SSP4,2100,0.998
NIC,SSP4,2025,0.644
NIC,SSP4,2030,0.667
NIC,SSP4,2050,0.743
NIC,SSP4,2100,0.848
NER,SSP4,2025,0.205
NER,SSP4,2030,0.221
NER,SSP4,2050,0.288
NER,SSP4,2100,0.464
NGA,SSP4,2025,0.534
NGA,SSP4,2030,0.564
NGA,SSP4,2050,0.674
NGA,SSP4,2100,0.827
MKD,SSP4,2025,0.646
MKD,SSP4,2030,0.669
MKD,SSP4,2050,0.744
MKD,SSP4,2100,0.849
MNP,SSP4,2025,0.941
MNP,SSP4,2030,0.949
MNP,SSP4,2050,0.978
MNP,SSP4,2100,1.0
NOR,SSP4,2025,0.822
NOR,SSP4,2030,0.831
NOR,SSP4,2050,0.868
NOR,SSP4,2100,0.967
OMN,SSP4,2025,0.807
OMN,SSP4,2030,0.821
OMN,SSP4,2050,0.871
OMN,SSP4,2100,0.971
PAK,SSP4,2025,0.432
PAK,SSP4,2030,0.459
PAK,SSP4,2050,0.567
PAK,SSP4,2100,0.772
PLW,SSP4,2025,0.788
PLW,SSP4,2030,0.799
PLW,SSP4,2050,0.837
PLW,SSP4,2100,0.947
PSE,SSP4,2025,0.786
PSE,SSP4,2030,0.798
PSE,SSP4,2050,0.836
PSE,SSP4,2100,0.946
PAN,SSP4,2025,0.714
PAN,SSP4,2030,0.734
PAN,SSP4,2050,0.79
PAN,SSP4,2100,0.897
PNG,SSP4,2025,0.187
PNG,SSP4,2030,0.21
PNG,SSP4,2050,0.312
PNG,SSP4,2100,0.592
PRY,SSP4,2025,0.666
PRY,SSP4,2030,0.688
PRY,SSP4,2050,0.761
PRY,SSP4,2100,0.867
PER,SSP4,2025,0.803
PER,SSP4,2030,0.813
PER,SSP4,2050,0.847
PER,SSP4,2100,0.956
PHL,SSP4,2025,0.536
PHL,SSP4,2030,0.562
PHL,SSP4,2050,0.661
PHL,SSP4,2100,0.813
POL,SSP4,2025,0.68
POL,SSP4,2030,0.701
POL,SSP4,2050,0.767
POL,SSP4,2100,0.868
PRT,SSP4,2025,0.68
PRT,SSP4,2030,0.701
PRT,SSP4,2050,0.772
PRT,SSP4,2100,0.871
PRI,SSP4,2025,0.969
PRI,SSP4,2030,0.978
PRI,SSP4,2050,0.995
PRI,SSP4,2100,1.0
QAT,SSP4,2025,0.995
QAT,SSP4,2030,0.997
QAT,SSP4,2050,0.999
QAT,SSP4,2100,1.0
ROU,SSP4,2025,0.615
ROU,SSP4,2030,0.64
ROU,SSP4,2050,0.724
ROU,SSP4,2100,0.84
RUS,SSP4,2025,0.78
RUS,SSP4,2030,0.791
RUS,SSP4,2050,0.83
RUS,SSP4,2100,0.94
RWA,SSP4,2025,0.235
RWA,SSP4,2030,0.258
RWA,SSP4,2050,0.356
RWA,SSP4,2100,0.586
KNA,SSP4,2025,0.395
KNA,SSP4,2030,0.422
KNA,SSP4,2050,0.532
KNA,SSP4,2100,0.753
VCT,SSP4,2025,0.571
VCT,SSP4,2030,0.596
VCT,SSP4,2050,0.691
VCT,SSP4,2100,0.828
WSM,SSP4,2025,0.274
WSM,SSP4,2030,0.301
WSM,SSP4,2050,0.408
WSM,SSP4,2100,0.669
SMR,SSP4,2025,0.98
SMR,SSP4,2030,0.986
SMR,SSP4,2050,0.997
SMR,SSP4,2100,1.0
STP,SSP4,2025,0.728
STP,SSP4,2030,0.749
STP,SSP4,2050,0.809
STP,SSP4,2100,0.922
SAU,SSP4,2025,0.856
SAU,SSP4,2030,0.873
SAU,SSP4,2050,0.925
SAU,SSP4,2100,0.993
SEN,SSP4,2025,0.521
SEN,SSP4,2030,0.548
SEN,SSP4,2050,0.649
SEN,SSP4,2100,0.81
SRB,SSP4,2025,0.626
SRB,SSP4,2030,0.651
SRB,SSP4,2050,0.733
SRB,SSP4,2100,0.845
SYC,SSP4,2025,0.61
SYC,SSP4,2030,0.635
SYC,SSP4,2050,0.721
SYC,SSP4,2100,0.839
SLE,SSP4,2025,0.444
SLE,SSP4,2030,0.461
SLE,SSP4,2050,0.532
SLE,SSP4,2100,0.688
SVK,SSP4,2025,0.622
SVK,SSP4,2030,0.647
SVK,SSP4,2050,0.729
SVK,SSP4,2100,0.842
SVN,SSP4,2025,0.605
SVN,SSP4,2030,0.63
SVN,SSP4,2050,0.717
SVN,SSP4,2100,0.838
SLB,SSP4,2025,0.278
SLB,SSP4,2030,0.306
SLB,SSP4,2050,0.426
SLB,SSP4,2100,0.703
SOM,SSP4,2025,0.452
SOM,SSP4,2030,0.47
SOM,SSP4,2050,0.541
SOM,SSP4,2100,0.697
ZAF,SSP4,2025,0.692
ZAF,SSP4,2030,0.711
ZAF,SSP4,2050,0.774
ZAF,SSP4,2100,0.871
KOR,SSP4,2025,0.854
KOR,SSP4,2030,0.873
KOR,SSP4,2050,0.926
KOR,SSP4,2100,0.993
SSD,SSP4,2025,0.225
SSD,SSP4,2030,0.24
SSD,SSP4,2050,0.309
SSD,SSP4,2100,0.484
ESP,SSP4,2025,0.816
ESP,SSP4,2030,0.825
ESP,SSP4,2050,0.854
ESP,SSP4,2100,0.963
LKA,SSP4,2025,0.253
LKA,SSP4,2030,0.278
LKA,SSP4,2050,0.384
LKA,SSP4,2100,0.648
SDN,SSP4,2025,0.418
SDN,SSP4,2030,0.447
SDN,SSP4,2050,0.564
SDN,SSP4,2100,0.778
SUR,SSP4,2025,0.724
SUR,SSP4,2030,0.741
SUR,SSP4,2050,0.794
SUR,SSP4,2100,0.898
SWE,SSP4,2025,0.896
SWE,SSP4,2030,0.908
SWE,SSP4,2050,0.948
SWE,SSP4,2100,0.997
CHE,SSP4,2025,0.779
CHE,SSP4,2030,0.79
CHE,SSP4,2050,0.829
CHE,SSP4,2100,0.939
SYR,SSP4,2025,0.605
SYR,SSP4,2030,0.621
SYR,SSP4,2050,0.681
SYR,SSP4,2100,0.78
TWN,SSP4,2025,0.797
TWN,SSP4,2030,0.809
TWN,SSP4,2050,0.848
TWN,SSP4,2100,0.957
TZA,SSP4,2025,0.356
TZA,SSP4,2030,0.381
TZA,SSP4,2050,0.477
TZA,SSP4,2100,0.671
THA,SSP4,2025,0.529
THA,SSP4,2030,0.557
THA,SSP4,2050,0.662
THA,SSP4,2100,0.821
TLS,SSP4,2025,0.357
TLS,SSP4,2030,0.386
TLS,SSP4,2050,0.5
TLS,SSP4,2100,0.744
TGO,SSP4,2025,0.447
TGO,SSP4,2030,0.47
TGO,SSP4,2050,0.555
TGO,SSP4,2100,0.712
TON,SSP4,2025,0.311
TON,SSP4,2030,0.338
TON,SSP4,2050,0.447
TON,SSP4,2100,0.699
TTO,SSP4,2025,0.617
TTO,SSP4,2030,0.642
TTO,SSP4,2050,0.725
TTO,SSP4,2100,0.84
TUN,SSP4,2025,0.731
TUN,SSP4,2030,0.748
TUN,SSP4,2050,0.802
TUN,SSP4,2100,0.909
TUR,SSP4,2025,0.768
TUR,SSP4,2030,0.783
TUR,SSP4,2050,0.829
TUR,SSP4,2100,0.94
TKM,SSP4,2025,0.565
TKM,SSP4,2030,0.59
TKM,SSP4,2050,0.685
TKM,SSP4,2100,0.823
TCA,SSP4,2025,0.938
TCA,SSP4,2030,0.947
TCA,SSP4,2050,0.973
TCA,SSP4,2100,0.999
TUV,SSP4,2025,0.64
TUV,SSP4,2030,0.667
TUV,SSP4,2050,0.757
TUV,SSP4,2100,0.87
UGA,SSP4,2025,0.259
UGA,SSP4,2030,0.282
UGA,SSP4,2050,0.371
UGA,SSP4,2100,0.572
UKR,SSP4,2025,0.741
UKR,SSP4,2030,0.757
UKR,SSP4,2050,0.804
UKR,SSP4,2100,0.91
ARE,SSP4,2025,0.87
ARE,SSP4,2030,0.885
ARE,SSP4,2050,0.931
ARE,SSP4,2100,0.995
GBR,SSP4,2025,0.839
GBR,SSP4,2030,0.846
GBR,SSP4,2050,0.897
GBR,SSP4,2100,0.985
USA,SSP4,2025,0.835
USA,SSP4,2030,0.843
USA,SSP4,2050,0.886
USA,SSP4,2100,0.978
VIR,SSP4,2025,0.967
VIR,SSP4,2030,0.973
VIR,SSP4,2050,0.993
VIR,SSP4,2100,1.0
URY,SSP4,2025,0.966
URY,SSP4,2030,0.971
URY,SSP4,2050,0.993
URY,SSP4,2100,1.0
UZB,SSP4,2025,0.588
UZB,SSP4,2030,0.614
UZB,SSP4,2050,0.705
UZB,SSP4,2100,0.833
VUT,SSP4,2025,0.322
VUT,SSP4,2030,0.349
VUT,SSP4,2050,0.463
VUT,SSP4,2100,0.715
VEN,SSP4,2025,0.92
VEN,SSP4,2030,0.93
VEN,SSP4,2050,0.963
VEN,SSP4,2100,0.999
VNM,SSP4,2025,0.385
VNM,SSP4,2030,0.413
VNM,SSP4,2050,0.527
VNM,SSP4,2100,0.755
YEM,SSP4,2025,0.387
YEM,SSP4,2030,0.409
YEM,SSP4,2050,0.495
YEM,SSP4,2100,0.666
ZMB,SSP4,2025,0.475
ZMB,SSP4,2030,0.503
ZMB,SSP4,2050,0.609
ZMB,SSP4,2100,0.793
ZWE,SSP4,2025,0.415
ZWE,SSP4,2030,0.443
ZWE,SSP4,2050,0.555
ZWE,SSP4,2100,0.771
AFG,SSP5,2025,0.336
AFG,SSP5,2030,0.371
AFG,SSP5,2050,0.526
AFG,SSP5,2100,0.814
ALB,SSP5,2025,0.624
ALB,SSP5,2030,0.656
ALB,SSP5,2050,0.766
ALB,SSP5,2100,0.928
DZA,SSP5,2025,0.763
DZA,SSP5,2030,0.787
DZA,SSP5,2050,0.855
DZA,SSP5,2100,0.989
ASM,SSP5,2025,0.927
ASM,SSP5,2030,0.942
ASM,SSP5,2050,0.984
ASM,SSP5,2100,1.0
AND,SSP5,2025,0.933
AND,SSP5,2030,0.947
AND,SSP5,2050,0.985
AND,SSP5,2100,1.0
AGO,SSP5,2025,0.742
AGO,SSP5,2030,0.778
AGO,SSP5,2050,0.862
AGO,SSP5,2100,0.993
ARG,SSP5,2025,0.95
ARG,SSP5,2030,0.961
ARG,SSP5,2050,0.992
ARG,SSP5,2100,1.0
ARM,SSP5,2025,0.717
ARM,SSP5,2030,0.741
ARM,SSP5,2050,0.812
ARM,SSP5,2100,0.954
AUS,SSP5,2025,0.911
AUS,SSP5,2030,0.924
AUS,SSP5,2050,0.974
AUS,SSP5,2100,1.0
AZE,SSP5,2025,0.631
AZE,SSP5,2030,0.66
AZE,SSP5,2050,0.761
AZE,SSP5,2100,0.913
BHS,SSP5,2025,0.86
BHS,SSP5,2030,0.884
BHS,SSP5,2050,0.944
BHS,SSP5,2100,0.999
BHR,SSP5,2025,0.932
BHR,SSP5,2030,0.946
BHR,SSP5,2050,0.985
BHR,SSP5,2100,1.0
BGD,SSP5,2025,0.444
BGD,SSP5,2030,0.493
BGD,SSP5,2050,0.668
BGD,SSP5,2100,0.906
BLR,SSP5,2025,0.816
BLR,SSP5,2030,0.834
BLR,SSP5,2050,0.904
BLR,SSP5,2100,0.996
BEL,SSP5,2025,0.993
BEL,SSP5,2030,0.996
BEL,SSP5,2050,0.999
BEL,SSP5,2100,1.0
BEN,SSP5,2025,0.572
BEN,SSP5,2030,0.616
BEN,SSP5,2050,0.753
BEN,SSP5,2100,0.942
BTN,SSP5,2025,0.52
BTN,SSP5,2030,0.574
BTN,SSP5,2050,0.761
BTN,SSP5,2100,0.965
BOL,SSP5,2025,0.749
BOL,SSP5,2030,0.772
BOL,SSP5,2050,0.84
BOL,SSP5,2100,0.983
BIH,SSP5,2025,0.567
BIH,SSP5,2030,0.601
BIH,SSP5,2050,0.725
BIH,SSP5,2100,0.911
BWA,SSP5,2025,0.759
BWA,SSP5,2030,0.792
BWA,SSP5,2050,0.89
BWA,SSP5,2100,0.998
BRA,SSP5,2025,0.906
BRA,SSP5,2030,0.921
BRA,SSP5,2050,0.97
BRA,SSP5,2100,1.0
VGB,SSP5,2025,0.577
VGB,SSP5,2030,0.617
VGB,SSP5,2050,0.75
VGB,SSP5,2100,0.931
BRN,SSP5,2025,0.811
BRN,SSP5,2030,0.826
BRN,SSP5,2050,0.895
BRN,SSP5,2100,0.995
BGR,SSP5,2025,0.792
BGR,SSP5,2030,0.811
BGR,SSP5,2050,0.876
BGR,SSP5,2100,0.993
BFA,SSP5,2025,0.374
BFA,SSP5,2030,0.422
BFA,SSP5,2050,0.61
BFA,SSP5,2100,0.879
BDI,SSP5,2025,0.176
BDI,SSP5,2030,0.207
BDI,SSP5,2050,0.366
BDI,SSP5,2100,0.764
CPV,SSP5,2025,0.742
CPV,SSP5,2030,0.776
CPV,SSP5,2050,0.858
CPV,SSP5,2100,0.992
KHM,SSP5,2025,0.294
KHM,SSP5,2030,0.328
KHM,SSP5,2050,0.475
KHM,SSP5,2100,0.788
CMR,SSP5,2025,0.645
CMR,SSP5,2030,0.682
CMR,SSP5,2050,0.793
CMR,SSP5,2100,0.956
CAN,SSP5,2025,0.844
CAN,SSP5,2030,0.853
CAN,SSP5,2050,0.925
CAN,SSP5,2100,0.998
CAF,SSP5,2025,0.498
CAF,SSP5,2030,0.533
CAF,SSP5,2050,0.662
CAF,SSP5,2100,0.853
TCD,SSP5,2025,0.315
TCD,SSP5,2030,0.35
TCD,SSP5,2050,0.504
TCD,SSP5,2100,0.804
CHL,SSP5,2025,0.922
CHL,SSP5,2030,0.937
CHL,SSP5,2050,0.981
CHL,SSP5,2100,1.0
CHN,SSP5,2025,0.627
CHN,SSP5,2030,0.666
CHN,SSP5,2050,0.787
CHN,SSP5,2100,0.957
COL,SSP5,2025,0.835
COL,SSP5,2030,0.849
COL,SSP5,2050,0.919
COL,SSP5,2100,0.997
COM,SSP5,2025,0.382
COM,SSP5,2030,0.418
COM,SSP5,2050,0.566
COM,SSP5,2100,0.82
COG,SSP5,2025,0.724
COG,SSP5,2030,0.751
COG,SSP5,2050,0.828
COG,SSP5,2100,0.974
COK,SSP5,2025,0.799
COK,SSP5,2030,0.817
COK,SSP5,2050,0.88
COK,SSP5,2100,0.993
CRI,SSP5,2025,0.796
CRI,SSP5,2030,0.816
CRI,SSP5,2050,0.896
CRI,SSP5,2100,0.995
HRV,SSP5,2025,0.648
HRV,SSP5,2030,0.677
HRV,SSP5,2050,0.775
HRV,SSP5,2100,0.927
CUB,SSP5,2025,0.814
CUB,SSP5,2030,0.826
CUB,SSP5,2050,0.88
CUB,SSP5,2100,0.993
CUW,SSP5,2025,0.943
CUW,SSP5,2030,0.955
CUW,SSP5,2050,0.989
CUW,SSP5,2100,1.0
CYP,SSP5,2025,0.756
CYP,SSP5,2030,0.777
CYP,SSP5,2050,0.839
CYP,SSP5,2100,0.983
CZE,SSP5,2025,0.791
CZE,SSP5,2030,0.805
CZE,SSP5,2050,0.851
CZE,SSP5,2100,0.988
CIV,SSP5,2025,0.589
CIV,SSP5,2030,0.626
CIV,SSP5,2050,0.747
CIV,SSP5,2100,0.926
COD,SSP5,2025,0.509
COD,SSP5,2030,0.544
COD,SSP5,2050,0.673
COD,SSP5,2100,0.858
DNK,SSP5,2025,0.922
DNK,SSP5,2030,0.938
DNK,SSP5,2050,0.981
DNK,SSP5,2100,1.0
DJI,SSP5,2025,0.818
DJI,SSP5,2030,0.831
DJI,SSP5,2050,0.895
DJI,SSP5,2100,0.995
DMA,SSP5,2025,0.762
DMA,SSP5,2030,0.783
DMA,SSP5,2050,0.847
DMA,SSP5,2100,0.984
DOM,SSP5,2025,0.821
DOM,SSP5,2030,0.84
DOM,SSP5,2050,0.917
DOM,SSP5,2100,0.997
ECU,SSP5,2025,0.717
ECU,SSP5,2030,0.743
ECU,SSP5,2050,0.819
ECU,SSP5,2100,0.963
EGY,SSP5,2025,0.537
EGY,SSP5,2030,0.571
EGY,SSP5,2050,0.691
EGY,SSP5,2100,0.856
SLV,SSP5,2025,0.74
SLV,SSP5,2030,0.764
SLV,SSP5,2050,0.834
SLV,SSP5,2100,0.976
GNQ,SSP5,2025,0.773
GNQ,SSP5,2030,0.802
GNQ,SSP5,2050,0.885
GNQ,SSP5,2100,0.995
ERI,SSP5,2025,0.485
ERI,SSP5,2030,0.53
ERI,SSP5,2050,0.692
ERI,SSP5,2100,0.914
EST,SSP5,2025,0.754
EST,SSP5,2030,0.774
EST,SSP5,2050,0.83
EST,SSP5,2100,0.974
SWZ,SSP5,2025,0.339
SWZ,SSP5,2030,0.381
SWZ,SSP5,2050,0.556
SWZ,SSP5,2100,0.841
ETH,SSP5,2025,0.259
ETH,SSP5,2030,0.292
ETH,SSP5,2050,0.443
ETH,SSP5,2100,0.781
FLK,SSP5,2025,0.797
FLK,SSP5,2030,0.812
FLK,SSP5,2050,0.858
FLK,SSP5,2100,0.989
FRO,SSP5,2025,0.517
FRO,SSP5,2030,0.552
FRO,SSP5,2050,0.679
FRO,SSP5,2100,0.859
FJI,SSP5,2025,0.622
FJI,SSP5,2030,0.652
FJI,SSP5,2050,0.76
FJI,SSP5,2100,0.917
FIN,SSP5,2025,0.896
FIN,SSP5,2030,0.913
FIN,SSP5,2050,0.964
FIN,SSP5,2100,1.0
FRA,SSP5,2025,0.825
FRA,SSP5,2030,0.836
FRA,SSP5,2050,0.898
FRA,SSP5,2100,0.995
GUF,SSP5,2025,0.878
GUF,SSP5,2030,0.897
GUF,SSP5,2050,0.954
GUF,SSP5,2100,0.999
PYF,SSP5,2025,0.691
PYF,SSP5,2030,0.717
PYF,SSP5,2050,0.798
PYF,SSP5,2100,0.941
GAB,SSP5,2025,0.945
GAB,SSP5,2030,0.962
GAB,SSP5,2050,0.994
GAB,SSP5,2100,1.0
GMB,SSP5,2025,0.688
GMB,SSP5,2030,0.725
GMB,SSP5,2050,0.831
GMB,SSP5,2100,0.981
GEO,SSP5,2025,0.651
GEO,SSP5,2030,0.679
GEO,SSP5,2050,0.773
GEO,SSP5,2100,0.924
DEU,SSP5,2025,0.815
DEU,SSP5,2030,0.828
DEU,SSP5,2050,0.882
DEU,SSP5,2100,0.993
GHA,SSP5,2025,0.62
GHA,SSP5,2030,0.653
GHA,SSP5,2050,0.766
GHA,SSP5,2100,0.941
GRC,SSP5,2025,0.812
GRC,SSP5,2030,0.824
GRC,SSP5,2050,0.879
GRC,SSP5,2100,0.993
GRL,SSP5,2025,0.898
GRL,SSP5,2030,0.914
GRL,SSP5,2050,0.964
GRL,SSP5,2100,1.0
